source,target
RIVER TRIBE ELDER,SOUTH AFRICAN TOUGH
OAKLAND KID #1,SOUTH AFRICAN TOUGH
SHAMAN,SOUTH AFRICAN TOUGH
FATHER,SOUTH AFRICAN TOUGH
CROWD,SOUTH AFRICAN TOUGH
SON,SOUTH AFRICAN TOUGH
MINING TRIBE ELDER,SOUTH AFRICAN TOUGH
GRIOT,SOUTH AFRICAN TOUGH
MUSEUM DIRECTOR,SOUTH AFRICAN TOUGH
SECURITY GUARD,SOUTH AFRICAN TOUGH
N'JOBU,SOUTH AFRICAN TOUGH
RAMONDA,SOUTH AFRICAN TOUGH
M'BAKU,SOUTH AFRICAN TOUGH
N'JADAKA (KILLMONGER),SOUTH AFRICAN TOUGH
EVERETT ROSS,SOUTH AFRICAN TOUGH
OKOYE,SOUTH AFRICAN TOUGH
NAKIA,SOUTH AFRICAN TOUGH
SHURI,SOUTH AFRICAN TOUGH
SHURI/NAKIA,WAKANDAN CHILD
SOUTH AFRICAN TOUGH,WAKANDAN CHILD
NIGERIAN WOMAN,WAKANDAN CHILD
CIA AGENT,WAKANDAN CHILD
CARGO TRUCK MILITANT,WAKANDAN CHILD
BORDER TRIBE,WAKANDAN CHILD
"ELDERS, WARRIORS, DORA",WAKANDAN CHILD
DRIVER,WAKANDAN CHILD
BORDER TRIBE COMMANDER,WAKANDAN CHILD
NIGERIAN MILITANT #2,WAKANDAN CHILD
FRENCH AMBASSADOR,WAKANDAN CHILD
BBC ANCHOR,WAKANDAN CHILD
BUCKY,WAKANDAN CHILD
ELDERLY WOMAN,WAKANDAN CHILD
AYO,WAKANDAN CHILD
MILITANT LEADER,WAKANDAN CHILD
LINDA,WAKANDAN CHILD
LIMBANI,WAKANDAN CHILD
BORDER TRIBE ELDER,WAKANDAN CHILD
MERCHANT TRIBE ELDER,WAKANDAN CHILD
DORA MILAJE 1,WAKANDAN CHILD
OAKLAND KID #2,WAKANDAN CHILD
OAKLAND KID #3,WAKANDAN CHILD
RIVER TRIBE ELDER,WAKANDAN CHILD
OAKLAND KID #1,WAKANDAN CHILD
SHAMAN,WAKANDAN CHILD
FATHER,WAKANDAN CHILD
CROWD,WAKANDAN CHILD
SON,WAKANDAN CHILD
MINING TRIBE ELDER,WAKANDAN CHILD
GRIOT,WAKANDAN CHILD
MUSEUM DIRECTOR,WAKANDAN CHILD
STAN LEE,WAKANDAN CHILD
T'CHAKA,WAKANDAN CHILD
SECURITY GUARD,WAKANDAN CHILD
N'JOBU,WAKANDAN CHILD
W'KABI,WAKANDAN CHILD
RAMONDA,WAKANDAN CHILD
M'BAKU,WAKANDAN CHILD
ULYSSES KLAUE,WAKANDAN CHILD
N'JADAKA (KILLMONGER),WAKANDAN CHILD
EVERETT ROSS,WAKANDAN CHILD
OKOYE,WAKANDAN CHILD
NAKIA,WAKANDAN CHILD
SHURI,WAKANDAN CHILD
T'CHALLA,WAKANDAN CHILD
SHURI/NAKIA,WAKANDAN CHILDREN
WAKANDAN CHILD,WAKANDAN CHILDREN
SOUTH AFRICAN TOUGH,WAKANDAN CHILDREN
NIGERIAN WOMAN,WAKANDAN CHILDREN
CIA AGENT,WAKANDAN CHILDREN
CARGO TRUCK MILITANT,WAKANDAN CHILDREN
BORDER TRIBE,WAKANDAN CHILDREN
"ELDERS, WARRIORS, DORA",WAKANDAN CHILDREN
DRIVER,WAKANDAN CHILDREN
BORDER TRIBE COMMANDER,WAKANDAN CHILDREN
NIGERIAN MILITANT #2,WAKANDAN CHILDREN
FRENCH AMBASSADOR,WAKANDAN CHILDREN
BBC ANCHOR,WAKANDAN CHILDREN
BUCKY,WAKANDAN CHILDREN
ELDERLY WOMAN,WAKANDAN CHILDREN
AYO,WAKANDAN CHILDREN
MILITANT LEADER,WAKANDAN CHILDREN
LINDA,WAKANDAN CHILDREN
LIMBANI,WAKANDAN CHILDREN
BORDER TRIBE ELDER,WAKANDAN CHILDREN
MERCHANT TRIBE ELDER,WAKANDAN CHILDREN
DORA MILAJE 1,WAKANDAN CHILDREN
OAKLAND KID #2,WAKANDAN CHILDREN
OAKLAND KID #3,WAKANDAN CHILDREN
RIVER TRIBE ELDER,WAKANDAN CHILDREN
OAKLAND KID #1,WAKANDAN CHILDREN
SHAMAN,WAKANDAN CHILDREN
FATHER,WAKANDAN CHILDREN
CROWD,WAKANDAN CHILDREN
SON,WAKANDAN CHILDREN
MINING TRIBE ELDER,WAKANDAN CHILDREN
GRIOT,WAKANDAN CHILDREN
MUSEUM DIRECTOR,WAKANDAN CHILDREN
STAN LEE,WAKANDAN CHILDREN
T'CHAKA,WAKANDAN CHILDREN
SECURITY GUARD,WAKANDAN CHILDREN
N'JOBU,WAKANDAN CHILDREN
W'KABI,WAKANDAN CHILDREN
RAMONDA,WAKANDAN CHILDREN
M'BAKU,WAKANDAN CHILDREN
ULYSSES KLAUE,WAKANDAN CHILDREN
N'JADAKA (KILLMONGER),WAKANDAN CHILDREN
EVERETT ROSS,WAKANDAN CHILDREN
OKOYE,WAKANDAN CHILDREN
NAKIA,WAKANDAN CHILDREN
SHURI,WAKANDAN CHILDREN
T'CHALLA,WAKANDAN CHILDREN
NIGERIAN WOMAN,SHURI/NAKIA
CIA AGENT,SHURI/NAKIA
CARGO TRUCK MILITANT,SHURI/NAKIA
BORDER TRIBE,SHURI/NAKIA
"ELDERS, WARRIORS, DORA",SHURI/NAKIA
DRIVER,SHURI/NAKIA
BORDER TRIBE COMMANDER,SHURI/NAKIA
NIGERIAN MILITANT #2,SHURI/NAKIA
FRENCH AMBASSADOR,SHURI/NAKIA
BBC ANCHOR,SHURI/NAKIA
BUCKY,SHURI/NAKIA
ELDERLY WOMAN,SHURI/NAKIA
AYO,SHURI/NAKIA
MILITANT LEADER,SHURI/NAKIA
LINDA,SHURI/NAKIA
LIMBANI,SHURI/NAKIA
BORDER TRIBE ELDER,SHURI/NAKIA
MERCHANT TRIBE ELDER,SHURI/NAKIA
DORA MILAJE 1,SHURI/NAKIA
OAKLAND KID #2,SHURI/NAKIA
OAKLAND KID #3,SHURI/NAKIA
RIVER TRIBE ELDER,SHURI/NAKIA
OAKLAND KID #1,SHURI/NAKIA
SHAMAN,SHURI/NAKIA
FATHER,SHURI/NAKIA
CROWD,SHURI/NAKIA
MINING TRIBE ELDER,SHURI/NAKIA
GRIOT,SHURI/NAKIA
MUSEUM DIRECTOR,SHURI/NAKIA
SECURITY GUARD,SHURI/NAKIA
N'JOBU,SHURI/NAKIA
RAMONDA,SHURI/NAKIA
M'BAKU,SHURI/NAKIA
N'JADAKA (KILLMONGER),SHURI/NAKIA
EVERETT ROSS,SHURI/NAKIA
OKOYE,SHURI/NAKIA
NAKIA,SHURI/NAKIA
SHURI,SHURI/NAKIA
MERCENARY,TONY STARK
JOSEF / SUPER SOLDIER #1,TONY STARK
MERCENARY #2,TONY STARK
GSG-9 DRIVER,TONY STARK
SECURITY CHIEF,TONY STARK
MAN ON PA #2,TONY STARK
MAN ON SPEAKERS,TONY STARK
MAN ON PA #1,TONY STARK
NEWS ANCHOR #3,TONY STARK
ATTACHE,TONY STARK
PRIEST,TONY STARK
NEWS ANCHOR #5,TONY STARK
NEWS ANCHOR #2,TONY STARK
STARK'S ASSISTANT,TONY STARK
CUSTODIAN,TONY STARK
MERCENARY #1,TONY STARK
NEWS ANCHOR #1,TONY STARK
GSG-9 SOLDIER,TONY STARK
NEWS ANCHOR #4,TONY STARK
MIT TEACHER,TONY STARK
DELIVERY TRUCK DRIVER,TONY STARK
MRS. SPENCER,TONY STARK
MARIA STARK,TONY STARK
GUARD,TONY STARK
GERMAN INNKEEPER,TONY STARK
T'CHAKA,TONY STARK
HELMUT ZEMO,TONY STARK
SHARON CARTER,TONY STARK
MAY PARKER,TONY STARK
EVERETT ROSS,TONY STARK
MERCENARY,STEVE ROGERS
JOSEF / SUPER SOLDIER #1,STEVE ROGERS
MERCENARY #2,STEVE ROGERS
GSG-9 DRIVER,STEVE ROGERS
SECURITY CHIEF,STEVE ROGERS
MAN ON PA #2,STEVE ROGERS
MAN ON SPEAKERS,STEVE ROGERS
MAN ON PA #1,STEVE ROGERS
NEWS ANCHOR #3,STEVE ROGERS
ATTACHE,STEVE ROGERS
PRIEST,STEVE ROGERS
NEWS ANCHOR #5,STEVE ROGERS
NEWS ANCHOR #2,STEVE ROGERS
STARK'S ASSISTANT,STEVE ROGERS
CUSTODIAN,STEVE ROGERS
MERCENARY #1,STEVE ROGERS
NEWS ANCHOR #1,STEVE ROGERS
GSG-9 SOLDIER,STEVE ROGERS
NEWS ANCHOR #4,STEVE ROGERS
MIT TEACHER,STEVE ROGERS
DELIVERY TRUCK DRIVER,STEVE ROGERS
MRS. SPENCER,STEVE ROGERS
MARIA STARK,STEVE ROGERS
GUARD,STEVE ROGERS
GERMAN INNKEEPER,STEVE ROGERS
HELMUT ZEMO,STEVE ROGERS
SHARON CARTER,STEVE ROGERS
MAY PARKER,STEVE ROGERS
EVERETT ROSS,STEVE ROGERS
MERCENARY,PETER PARKER
JOSEF / SUPER SOLDIER #1,PETER PARKER
MERCENARY #2,PETER PARKER
GSG-9 DRIVER,PETER PARKER
MAN ON PA #2,PETER PARKER
MAN ON SPEAKERS,PETER PARKER
MAN ON PA #1,PETER PARKER
NEWS ANCHOR #3,PETER PARKER
ATTACHE,PETER PARKER
NEWS ANCHOR #5,PETER PARKER
NEWS ANCHOR #2,PETER PARKER
CUSTODIAN,PETER PARKER
MERCENARY #1,PETER PARKER
NEWS ANCHOR #1,PETER PARKER
GSG-9 SOLDIER,PETER PARKER
NEWS ANCHOR #4,PETER PARKER
MIT TEACHER,PETER PARKER
DELIVERY TRUCK DRIVER,PETER PARKER
MRS. SPENCER,PETER PARKER
MARIA STARK,PETER PARKER
GUARD,PETER PARKER
GERMAN INNKEEPER,PETER PARKER
HELMUT ZEMO,PETER PARKER
MAY PARKER,PETER PARKER
EVERETT ROSS,PETER PARKER
MERCENARY,NATASHA ROMANOFF
JOSEF / SUPER SOLDIER #1,NATASHA ROMANOFF
MERCENARY #2,NATASHA ROMANOFF
GSG-9 DRIVER,NATASHA ROMANOFF
MAN ON PA #2,NATASHA ROMANOFF
MAN ON SPEAKERS,NATASHA ROMANOFF
MAN ON PA #1,NATASHA ROMANOFF
ATTACHE,NATASHA ROMANOFF
CUSTODIAN,NATASHA ROMANOFF
MERCENARY #1,NATASHA ROMANOFF
GSG-9 SOLDIER,NATASHA ROMANOFF
MIT TEACHER,NATASHA ROMANOFF
DELIVERY TRUCK DRIVER,NATASHA ROMANOFF
MRS. SPENCER,NATASHA ROMANOFF
MARIA STARK,NATASHA ROMANOFF
GUARD,NATASHA ROMANOFF
GERMAN INNKEEPER,NATASHA ROMANOFF
HELMUT ZEMO,NATASHA ROMANOFF
MAY PARKER,NATASHA ROMANOFF
EVERETT ROSS,NATASHA ROMANOFF
MERCENARY,SCOTT LANG
JOSEF / SUPER SOLDIER #1,SCOTT LANG
MERCENARY #2,SCOTT LANG
GSG-9 DRIVER,SCOTT LANG
MAN ON PA #2,SCOTT LANG
MAN ON SPEAKERS,SCOTT LANG
MAN ON PA #1,SCOTT LANG
NEWS ANCHOR #3,SCOTT LANG
ATTACHE,SCOTT LANG
PRIEST,SCOTT LANG
NEWS ANCHOR #5,SCOTT LANG
NEWS ANCHOR #2,SCOTT LANG
CUSTODIAN,SCOTT LANG
MERCENARY #1,SCOTT LANG
NEWS ANCHOR #1,SCOTT LANG
GSG-9 SOLDIER,SCOTT LANG
NEWS ANCHOR #4,SCOTT LANG
MIT TEACHER,SCOTT LANG
DELIVERY TRUCK DRIVER,SCOTT LANG
MRS. SPENCER,SCOTT LANG
MARIA STARK,SCOTT LANG
GUARD,SCOTT LANG
GERMAN INNKEEPER,SCOTT LANG
HELMUT ZEMO,SCOTT LANG
MAY PARKER,SCOTT LANG
EVERETT ROSS,SCOTT LANG
GSG-9 DRIVER,JAMES RHODES
ATTACHE,JAMES RHODES
CUSTODIAN,JAMES RHODES
GSG-9 SOLDIER,JAMES RHODES
DELIVERY TRUCK DRIVER,JAMES RHODES
GUARD,JAMES RHODES
GERMAN INNKEEPER,JAMES RHODES
HELMUT ZEMO,JAMES RHODES
EVERETT ROSS,JAMES RHODES
ATTACHE,CLINT BARTON
MERCENARY,SAM WILSON
JOSEF / SUPER SOLDIER #1,SAM WILSON
MERCENARY #2,SAM WILSON
GSG-9 DRIVER,SAM WILSON
MAN ON PA #2,SAM WILSON
MAN ON SPEAKERS,SAM WILSON
MAN ON PA #1,SAM WILSON
NEWS ANCHOR #3,SAM WILSON
ATTACHE,SAM WILSON
PRIEST,SAM WILSON
NEWS ANCHOR #5,SAM WILSON
NEWS ANCHOR #2,SAM WILSON
CUSTODIAN,SAM WILSON
MERCENARY #1,SAM WILSON
NEWS ANCHOR #1,SAM WILSON
GSG-9 SOLDIER,SAM WILSON
NEWS ANCHOR #4,SAM WILSON
MIT TEACHER,SAM WILSON
DELIVERY TRUCK DRIVER,SAM WILSON
MRS. SPENCER,SAM WILSON
MARIA STARK,SAM WILSON
GUARD,SAM WILSON
GERMAN INNKEEPER,SAM WILSON
HELMUT ZEMO,SAM WILSON
MAY PARKER,SAM WILSON
EVERETT ROSS,SAM WILSON
MERCENARY,T'CHALLA
JOSEF / SUPER SOLDIER #1,T'CHALLA
MERCENARY #2,T'CHALLA
GSG-9 DRIVER,T'CHALLA
SECURITY CHIEF,T'CHALLA
MAN ON PA #2,T'CHALLA
MAN ON SPEAKERS,T'CHALLA
MAN ON PA #1,T'CHALLA
NEWS ANCHOR #3,T'CHALLA
ATTACHE,T'CHALLA
PRIEST,T'CHALLA
NEWS ANCHOR #5,T'CHALLA
NEWS ANCHOR #2,T'CHALLA
STARK'S ASSISTANT,T'CHALLA
CUSTODIAN,T'CHALLA
MERCENARY #1,T'CHALLA
NEWS ANCHOR #1,T'CHALLA
GSG-9 SOLDIER,T'CHALLA
NEWS ANCHOR #4,T'CHALLA
MIT TEACHER,T'CHALLA
DELIVERY TRUCK DRIVER,T'CHALLA
MRS. SPENCER,T'CHALLA
MARIA STARK,T'CHALLA
GUARD,T'CHALLA
GERMAN INNKEEPER,T'CHALLA
HELMUT ZEMO,T'CHALLA
SHARON CARTER,T'CHALLA
MAY PARKER,T'CHALLA
ATTACHE,BUCKY BARNES
MERCENARY,WANDA MAXIMOFF
JOSEF / SUPER SOLDIER #1,WANDA MAXIMOFF
MERCENARY #2,WANDA MAXIMOFF
GSG-9 DRIVER,WANDA MAXIMOFF
SECURITY CHIEF,WANDA MAXIMOFF
MAN ON PA #2,WANDA MAXIMOFF
MAN ON SPEAKERS,WANDA MAXIMOFF
MAN ON PA #1,WANDA MAXIMOFF
NEWS ANCHOR #3,WANDA MAXIMOFF
ATTACHE,WANDA MAXIMOFF
PRIEST,WANDA MAXIMOFF
NEWS ANCHOR #5,WANDA MAXIMOFF
NEWS ANCHOR #2,WANDA MAXIMOFF
STARK'S ASSISTANT,WANDA MAXIMOFF
CUSTODIAN,WANDA MAXIMOFF
UN STAFFER,WANDA MAXIMOFF
MERCENARY #1,WANDA MAXIMOFF
NEWS ANCHOR #1,WANDA MAXIMOFF
GSG-9 SOLDIER,WANDA MAXIMOFF
NEWS ANCHOR #4,WANDA MAXIMOFF
MIT TEACHER,WANDA MAXIMOFF
DELIVERY TRUCK DRIVER,WANDA MAXIMOFF
MRS. SPENCER,WANDA MAXIMOFF
MARIA STARK,WANDA MAXIMOFF
GUARD,WANDA MAXIMOFF
GERMAN INNKEEPER,WANDA MAXIMOFF
VASILY KARPOV,WANDA MAXIMOFF
T'CHAKA,WANDA MAXIMOFF
HELMUT ZEMO,WANDA MAXIMOFF
SHARON CARTER,WANDA MAXIMOFF
MAY PARKER,WANDA MAXIMOFF
EVERETT ROSS,WANDA MAXIMOFF
MERCENARY,VISION
JOSEF / SUPER SOLDIER #1,VISION
MERCENARY #2,VISION
GSG-9 DRIVER,VISION
SECURITY CHIEF,VISION
MAN ON PA #2,VISION
MAN ON SPEAKERS,VISION
MAN ON PA #1,VISION
NEWS ANCHOR #3,VISION
ATTACHE,VISION
PRIEST,VISION
NEWS ANCHOR #5,VISION
NEWS ANCHOR #2,VISION
STARK'S ASSISTANT,VISION
CUSTODIAN,VISION
UN STAFFER,VISION
MERCENARY #1,VISION
NEWS ANCHOR #1,VISION
GSG-9 SOLDIER,VISION
NEWS ANCHOR #4,VISION
MIT TEACHER,VISION
DELIVERY TRUCK DRIVER,VISION
MRS. SPENCER,VISION
MARIA STARK,VISION
GUARD,VISION
GERMAN INNKEEPER,VISION
VASILY KARPOV,VISION
T'CHAKA,VISION
HELMUT ZEMO,VISION
SHARON CARTER,VISION
MAY PARKER,VISION
BROCK RUMLOW,VISION
HOWARD STARK,VISION
EVERETT ROSS,VISION
SCOTT LANG,VISION
ATTACHE,EVERETT ROSS
CUSTODIAN,EVERETT ROSS
DELIVERY TRUCK DRIVER,EVERETT ROSS
BROCK RUMLOW,EVERETT ROSS
BUCKY BARNES,EVERETT ROSS
CLINT BARTON,EVERETT ROSS
GSG-9 DRIVER,HOWARD STARK
ATTACHE,HOWARD STARK
CUSTODIAN,HOWARD STARK
GSG-9 SOLDIER,HOWARD STARK
DELIVERY TRUCK DRIVER,HOWARD STARK
GUARD,HOWARD STARK
GERMAN INNKEEPER,HOWARD STARK
HELMUT ZEMO,HOWARD STARK
EVERETT ROSS,HOWARD STARK
ATTACHE,BROCK RUMLOW
JOSEF / SUPER SOLDIER #1,MAY PARKER
GSG-9 DRIVER,MAY PARKER
MAN ON PA #2,MAY PARKER
MAN ON SPEAKERS,MAY PARKER
MAN ON PA #1,MAY PARKER
ATTACHE,MAY PARKER
CUSTODIAN,MAY PARKER
GSG-9 SOLDIER,MAY PARKER
DELIVERY TRUCK DRIVER,MAY PARKER
MARIA STARK,MAY PARKER
GUARD,MAY PARKER
GERMAN INNKEEPER,MAY PARKER
HELMUT ZEMO,MAY PARKER
FRIDAY,MAY PARKER
BROCK RUMLOW,MAY PARKER
HOWARD STARK,MAY PARKER
EVERETT ROSS,MAY PARKER
BUCKY BARNES,MAY PARKER
CLINT BARTON,MAY PARKER
JAMES RHODES,MAY PARKER
ATTACHE,FRIDAY
CUSTODIAN,FRIDAY
DELIVERY TRUCK DRIVER,FRIDAY
EVERETT ROSS,FRIDAY
MERCENARY,SHARON CARTER
JOSEF / SUPER SOLDIER #1,SHARON CARTER
MERCENARY #2,SHARON CARTER
GSG-9 DRIVER,SHARON CARTER
SECURITY CHIEF,SHARON CARTER
MAN ON PA #2,SHARON CARTER
MAN ON SPEAKERS,SHARON CARTER
MAN ON PA #1,SHARON CARTER
NEWS ANCHOR #3,SHARON CARTER
ATTACHE,SHARON CARTER
PRIEST,SHARON CARTER
NEWS ANCHOR #5,SHARON CARTER
NEWS ANCHOR #2,SHARON CARTER
CUSTODIAN,SHARON CARTER
MERCENARY #1,SHARON CARTER
NEWS ANCHOR #1,SHARON CARTER
GSG-9 SOLDIER,SHARON CARTER
NEWS ANCHOR #4,SHARON CARTER
MIT TEACHER,SHARON CARTER
DELIVERY TRUCK DRIVER,SHARON CARTER
MRS. SPENCER,SHARON CARTER
MARIA STARK,SHARON CARTER
GUARD,SHARON CARTER
GERMAN INNKEEPER,SHARON CARTER
SECRETARY ROSS,SHARON CARTER
HELMUT ZEMO,SHARON CARTER
FRIDAY,SHARON CARTER
MAY PARKER,SHARON CARTER
BROCK RUMLOW,SHARON CARTER
HOWARD STARK,SHARON CARTER
EVERETT ROSS,SHARON CARTER
BUCKY BARNES,SHARON CARTER
SAM WILSON,SHARON CARTER
CLINT BARTON,SHARON CARTER
JAMES RHODES,SHARON CARTER
SCOTT LANG,SHARON CARTER
NATASHA ROMANOFF,SHARON CARTER
PETER PARKER,SHARON CARTER
GSG-9 DRIVER,HELMUT ZEMO
ATTACHE,HELMUT ZEMO
CUSTODIAN,HELMUT ZEMO
GSG-9 SOLDIER,HELMUT ZEMO
DELIVERY TRUCK DRIVER,HELMUT ZEMO
GUARD,HELMUT ZEMO
GERMAN INNKEEPER,HELMUT ZEMO
FRIDAY,HELMUT ZEMO
BROCK RUMLOW,HELMUT ZEMO
EVERETT ROSS,HELMUT ZEMO
BUCKY BARNES,HELMUT ZEMO
CLINT BARTON,HELMUT ZEMO
MERCENARY,SECRETARY ROSS
JOSEF / SUPER SOLDIER #1,SECRETARY ROSS
MERCENARY #2,SECRETARY ROSS
GSG-9 DRIVER,SECRETARY ROSS
MAN ON PA #2,SECRETARY ROSS
MAN ON SPEAKERS,SECRETARY ROSS
MAN ON PA #1,SECRETARY ROSS
NEWS ANCHOR #3,SECRETARY ROSS
ATTACHE,SECRETARY ROSS
PRIEST,SECRETARY ROSS
NEWS ANCHOR #5,SECRETARY ROSS
NEWS ANCHOR #2,SECRETARY ROSS
CUSTODIAN,SECRETARY ROSS
MERCENARY #1,SECRETARY ROSS
NEWS ANCHOR #1,SECRETARY ROSS
GSG-9 SOLDIER,SECRETARY ROSS
NEWS ANCHOR #4,SECRETARY ROSS
MIT TEACHER,SECRETARY ROSS
DELIVERY TRUCK DRIVER,SECRETARY ROSS
MRS. SPENCER,SECRETARY ROSS
MARIA STARK,SECRETARY ROSS
GUARD,SECRETARY ROSS
GERMAN INNKEEPER,SECRETARY ROSS
HELMUT ZEMO,SECRETARY ROSS
MAY PARKER,SECRETARY ROSS
BROCK RUMLOW,SECRETARY ROSS
HOWARD STARK,SECRETARY ROSS
EVERETT ROSS,SECRETARY ROSS
CLINT BARTON,SECRETARY ROSS
SCOTT LANG,SECRETARY ROSS
MERCENARY,T'CHAKA
JOSEF / SUPER SOLDIER #1,T'CHAKA
MERCENARY #2,T'CHAKA
GSG-9 DRIVER,T'CHAKA
SECURITY CHIEF,T'CHAKA
MAN ON PA #2,T'CHAKA
MAN ON SPEAKERS,T'CHAKA
MAN ON PA #1,T'CHAKA
NEWS ANCHOR #3,T'CHAKA
ATTACHE,T'CHAKA
PRIEST,T'CHAKA
NEWS ANCHOR #5,T'CHAKA
NEWS ANCHOR #2,T'CHAKA
STARK'S ASSISTANT,T'CHAKA
CUSTODIAN,T'CHAKA
MERCENARY #1,T'CHAKA
NEWS ANCHOR #1,T'CHAKA
GSG-9 SOLDIER,T'CHAKA
NEWS ANCHOR #4,T'CHAKA
MIT TEACHER,T'CHAKA
DELIVERY TRUCK DRIVER,T'CHAKA
MRS. SPENCER,T'CHAKA
MARIA STARK,T'CHAKA
GUARD,T'CHAKA
GERMAN INNKEEPER,T'CHAKA
SECRETARY ROSS,T'CHAKA
HELMUT ZEMO,T'CHAKA
SHARON CARTER,T'CHAKA
FRIDAY,T'CHAKA
MAY PARKER,T'CHAKA
BROCK RUMLOW,T'CHAKA
HOWARD STARK,T'CHAKA
BUCKY BARNES,T'CHAKA
SAM WILSON,T'CHAKA
CLINT BARTON,T'CHAKA
JAMES RHODES,T'CHAKA
SCOTT LANG,T'CHAKA
NATASHA ROMANOFF,T'CHAKA
PETER PARKER,T'CHAKA
STEVE ROGERS,T'CHAKA
MERCENARY,STAN LEE
JOSEF / SUPER SOLDIER #1,STAN LEE
MERCENARY #2,STAN LEE
GSG-9 DRIVER,STAN LEE
SECURITY CHIEF,STAN LEE
MAN ON PA #2,STAN LEE
MAN ON SPEAKERS,STAN LEE
MAN ON PA #1,STAN LEE
NEWS ANCHOR #3,STAN LEE
ATTACHE,STAN LEE
PRIEST,STAN LEE
NEWS ANCHOR #5,STAN LEE
NEWS ANCHOR #2,STAN LEE
CUSTODIAN,STAN LEE
MERCENARY #1,STAN LEE
NEWS ANCHOR #1,STAN LEE
GSG-9 SOLDIER,STAN LEE
NEWS ANCHOR #4,STAN LEE
MIT TEACHER,STAN LEE
DELIVERY TRUCK DRIVER,STAN LEE
MRS. SPENCER,STAN LEE
MARIA STARK,STAN LEE
GUARD,STAN LEE
GERMAN INNKEEPER,STAN LEE
HELMUT ZEMO,STAN LEE
SHARON CARTER,STAN LEE
MAY PARKER,STAN LEE
MERCENARY,VASILY KARPOV
JOSEF / SUPER SOLDIER #1,VASILY KARPOV
MERCENARY #2,VASILY KARPOV
GSG-9 DRIVER,VASILY KARPOV
SECURITY CHIEF,VASILY KARPOV
MAN ON PA #2,VASILY KARPOV
MAN ON SPEAKERS,VASILY KARPOV
MAN ON PA #1,VASILY KARPOV
NEWS ANCHOR #3,VASILY KARPOV
ATTACHE,VASILY KARPOV
PRIEST,VASILY KARPOV
NEWS ANCHOR #5,VASILY KARPOV
NEWS ANCHOR #2,VASILY KARPOV
STARK'S ASSISTANT,VASILY KARPOV
CUSTODIAN,VASILY KARPOV
UN STAFFER,VASILY KARPOV
MERCENARY #1,VASILY KARPOV
NEWS ANCHOR #1,VASILY KARPOV
GSG-9 SOLDIER,VASILY KARPOV
NEWS ANCHOR #4,VASILY KARPOV
MIT TEACHER,VASILY KARPOV
DELIVERY TRUCK DRIVER,VASILY KARPOV
MRS. SPENCER,VASILY KARPOV
MARIA STARK,VASILY KARPOV
GUARD,VASILY KARPOV
GERMAN INNKEEPER,VASILY KARPOV
STAN LEE,VASILY KARPOV
T'CHAKA,VASILY KARPOV
SECRETARY ROSS,VASILY KARPOV
HELMUT ZEMO,VASILY KARPOV
SHARON CARTER,VASILY KARPOV
FRIDAY,VASILY KARPOV
MAY PARKER,VASILY KARPOV
BROCK RUMLOW,VASILY KARPOV
HOWARD STARK,VASILY KARPOV
EVERETT ROSS,VASILY KARPOV
BUCKY BARNES,VASILY KARPOV
T'CHALLA,VASILY KARPOV
SAM WILSON,VASILY KARPOV
CLINT BARTON,VASILY KARPOV
JAMES RHODES,VASILY KARPOV
SCOTT LANG,VASILY KARPOV
NATASHA ROMANOFF,VASILY KARPOV
PETER PARKER,VASILY KARPOV
STEVE ROGERS,VASILY KARPOV
TONY STARK,VASILY KARPOV
ATTACHE,GERMAN INNKEEPER
CUSTODIAN,GERMAN INNKEEPER
DELIVERY TRUCK DRIVER,GERMAN INNKEEPER
FRIDAY,GERMAN INNKEEPER
BROCK RUMLOW,GERMAN INNKEEPER
EVERETT ROSS,GERMAN INNKEEPER
BUCKY BARNES,GERMAN INNKEEPER
CLINT BARTON,GERMAN INNKEEPER
GSG-9 DRIVER,GUARD
ATTACHE,GUARD
CUSTODIAN,GUARD
GSG-9 SOLDIER,GUARD
DELIVERY TRUCK DRIVER,GUARD
GERMAN INNKEEPER,GUARD
FRIDAY,GUARD
BROCK RUMLOW,GUARD
EVERETT ROSS,GUARD
BUCKY BARNES,GUARD
CLINT BARTON,GUARD
JOSEF / SUPER SOLDIER #1,MARIA STARK
GSG-9 DRIVER,MARIA STARK
MAN ON PA #2,MARIA STARK
MAN ON SPEAKERS,MARIA STARK
MAN ON PA #1,MARIA STARK
ATTACHE,MARIA STARK
CUSTODIAN,MARIA STARK
GSG-9 SOLDIER,MARIA STARK
DELIVERY TRUCK DRIVER,MARIA STARK
GUARD,MARIA STARK
GERMAN INNKEEPER,MARIA STARK
HELMUT ZEMO,MARIA STARK
FRIDAY,MARIA STARK
BROCK RUMLOW,MARIA STARK
HOWARD STARK,MARIA STARK
EVERETT ROSS,MARIA STARK
BUCKY BARNES,MARIA STARK
CLINT BARTON,MARIA STARK
JAMES RHODES,MARIA STARK
MERCENARY,YOUNG TONY STARK
JOSEF / SUPER SOLDIER #1,YOUNG TONY STARK
MERCENARY #2,YOUNG TONY STARK
GSG-9 DRIVER,YOUNG TONY STARK
SECURITY CHIEF,YOUNG TONY STARK
MAN ON PA #2,YOUNG TONY STARK
MAN ON SPEAKERS,YOUNG TONY STARK
MAN ON PA #1,YOUNG TONY STARK
NEWS ANCHOR #3,YOUNG TONY STARK
ATTACHE,YOUNG TONY STARK
PRIEST,YOUNG TONY STARK
NEWS ANCHOR #5,YOUNG TONY STARK
